date,time,crime_type,city,state,location_description,victim_age,victim_gender,victim_race,year,month,day,dia_sem,hora,franja_horaria,month_name,solo_calle
2020-09-17,13:13:34,Drug Offense,Chicago,IL,5083 Pine St,42,Female,Asian,2020,9,17,jueves,13,tarde,septiembre,Pine St
2020-08-25,04:45:28,Drug Offense,Phoenix,AZ,2439 Elm St,41,Non-binary,White,2020,8,25,martes,4,madrugada,agosto,Elm St
2025-03-14,10:27:20,Robbery,San Antonio,TX,5055 Elm St,30,Other,Asian,2025,3,14,viernes,10,mañana,marzo,Elm St
2024-01-19,01:55:07,Vandalism,Houston,TX,6456 Maple Ave,47,Non-binary,Asian,2024,1,19,viernes,1,madrugada,enero,Maple Ave
2022-02-16,14:12:57,Theft,New York,NY,2775 Main St,19,Other,Black,2022,2,16,miércoles,14,tarde,febrero,Main St
2022-10-21,16:02:02,Drug Offense,Phoenix,AZ,5846 Pine St,31,Female,Hispanic,2022,10,21,viernes,16,tarde,octubre,Pine St
2023-03-10,02:06:28,Fraud,Phoenix,AZ,2285 Elm St,12,Female,White,2023,3,10,viernes,2,madrugada,marzo,Elm St
2022-09-24,23:02:00,Homicide,Houston,TX,3954 Broadway,45,Female,Hispanic,2022,9,24,sábado,23,noche,septiembre,Broadway
2021-08-17,05:35:44,Domestic Violence,Philadelphia,PA,7183 Oak St,13,Other,Black,2021,8,17,martes,5,madrugada,agosto,Oak St
2023-12-18,18:17:41,Robbery,San Jose,CA,6741 Pine St,41,Male,White,2023,12,18,lunes,18,noche,diciembre,Pine St
2022-01-23,07:21:01,Robbery,New York,NY,8276 Elm St,23,Female,Asian,2022,1,23,domingo,7,mañana,enero,Elm St
2025-01-05,08:46:34,Robbery,Dallas,TX,6654 Main St,89,Non-binary,Black,2025,1,5,domingo,8,mañana,enero,Main St
2024-07-22,21:57:42,Burglary,San Jose,CA,8734 Main St,87,Female,Asian,2024,7,22,lunes,21,noche,julio,Main St
2024-08-15,06:28:48,Homicide,New York,NY,9579 Maple Ave,47,Female,Other,2024,8,15,jueves,6,mañana,agosto,Maple Ave
2024-04-06,10:11:49,Burglary,New York,NY,4901 Oak St,76,Male,Black,2024,4,6,sábado,10,mañana,abril,Oak St
2022-03-14,10:18:07,Domestic Violence,San Diego,CA,2149 Broadway,26,Non-binary,Hispanic,2022,3,14,lunes,10,mañana,marzo,Broadway
2020-12-27,01:42:48,Theft,Houston,TX,7355 Broadway,85,Female,Other,2020,12,27,domingo,1,madrugada,diciembre,Broadway
2022-06-14,20:05:28,Theft,Houston,TX,138 Main St,76,Other,Hispanic,2022,6,14,martes,20,noche,junio,Main St
2021-07-15,02:49:18,Fraud,San Antonio,TX,9037 Maple Ave,53,Female,White,2021,7,15,jueves,2,madrugada,julio,Maple Ave
2023-07-26,05:54:53,Homicide,Los Angeles,CA,1066 Maple Ave,18,Male,Black,2023,7,26,miércoles,5,madrugada,julio,Maple Ave
2024-07-25,12:30:53,Burglary,New York,NY,3185 Elm St,33,Other,White,2024,7,25,jueves,12,tarde,julio,Elm St
2025-03-06,02:19:07,Arson,Los Angeles,CA,5760 Broadway,28,Female,Other,2025,3,6,jueves,2,madrugada,marzo,Broadway
2023-09-22,18:16:17,Theft,Dallas,TX,9064 Pine St,68,Female,Black,2023,9,22,viernes,18,noche,septiembre,Pine St
2021-09-15,16:53:43,Arson,Houston,TX,5451 Maple Ave,43,Male,Asian,2021,9,15,miércoles,16,tarde,septiembre,Maple Ave
2023-11-30,06:09:18,Drug Offense,Chicago,IL,2077 Elm St,49,Non-binary,Hispanic,2023,11,30,jueves,6,mañana,noviembre,Elm St
2023-12-21,11:12:09,Arson,San Diego,CA,528 Maple Ave,43,Female,White,2023,12,21,jueves,11,mañana,diciembre,Maple Ave
2023-05-02,02:23:44,Vandalism,Los Angeles,CA,7867 Pine St,41,Non-binary,Asian,2023,5,2,martes,2,madrugada,mayo,Pine St
2024-04-14,15:48:20,Fraud,New York,NY,1987 Oak St,40,Male,White,2024,4,14,domingo,15,tarde,abril,Oak St
2021-07-28,00:48:33,Theft,Houston,TX,2944 Maple Ave,75,Female,White,2021,7,28,miércoles,0,madrugada,julio,Maple Ave
2023-05-12,22:53:50,Homicide,Los Angeles,CA,9815 Broadway,84,Male,Hispanic,2023,5,12,viernes,22,noche,mayo,Broadway
2023-04-28,23:17:37,Fraud,New York,NY,345 Oak St,70,Other,White,2023,4,28,viernes,23,noche,abril,Oak St
2024-06-24,17:51:53,Homicide,Los Angeles,CA,2505 Broadway,48,Non-binary,Other,2024,6,24,lunes,17,tarde,junio,Broadway
2021-06-29,04:26:49,Homicide,San Diego,CA,149 Main St,60,Non-binary,Asian,2021,6,29,martes,4,madrugada,junio,Main St
2021-02-14,14:49:21,Fraud,Dallas,TX,9109 Broadway,37,Other,Hispanic,2021,2,14,domingo,14,tarde,febrero,Broadway
2024-06-10,04:46:32,Domestic Violence,Chicago,IL,858 Maple Ave,34,Non-binary,Asian,2024,6,10,lunes,4,madrugada,junio,Maple Ave
2022-07-16,22:55:28,Arson,Los Angeles,CA,4975 Broadway,78,Other,Black,2022,7,16,sábado,22,noche,julio,Broadway
2023-10-22,10:08:29,Robbery,Chicago,IL,9596 Broadway,49,Other,Asian,2023,10,22,domingo,10,mañana,octubre,Broadway
2021-01-30,01:45:45,Homicide,Dallas,TX,5354 Oak St,43,Female,Asian,2021,1,30,sábado,1,madrugada,enero,Oak St
2023-08-22,00:06:52,Theft,New York,NY,9868 Oak St,39,Non-binary,White,2023,8,22,martes,0,madrugada,agosto,Oak St
2023-03-27,23:01:56,Domestic Violence,San Jose,CA,9000 Pine St,29,Female,Asian,2023,3,27,lunes,23,noche,marzo,Pine St
2023-05-25,11:11:54,Robbery,Houston,TX,3345 Oak St,50,Other,Asian,2023,5,25,jueves,11,mañana,mayo,Oak St
2023-11-02,00:26:56,Drug Offense,Dallas,TX,673 Main St,52,Other,Black,2023,11,2,jueves,0,madrugada,noviembre,Main St
2022-03-06,13:10:59,Domestic Violence,Los Angeles,CA,6560 Elm St,61,Female,White,2022,3,6,domingo,13,tarde,marzo,Elm St
2022-07-14,04:13:32,Robbery,Chicago,IL,3667 Oak St,89,Male,Black,2022,7,14,jueves,4,madrugada,julio,Oak St
2022-12-08,06:40:26,Homicide,San Jose,CA,2014 Maple Ave,87,Other,Hispanic,2022,12,8,jueves,6,mañana,diciembre,Maple Ave
2020-10-12,19:49:30,Arson,Philadelphia,PA,9266 Broadway,41,Other,Hispanic,2020,10,12,lunes,19,noche,octubre,Broadway
2021-06-29,07:20:38,Homicide,San Jose,CA,9342 Maple Ave,32,Non-binary,Other,2021,6,29,martes,7,mañana,junio,Maple Ave
2024-07-04,19:40:26,Fraud,San Antonio,TX,657 Elm St,36,Female,Asian,2024,7,4,jueves,19,noche,julio,Elm St
2025-04-25,18:38:35,Drug Offense,Philadelphia,PA,6665 Maple Ave,14,Non-binary,White,2025,4,25,viernes,18,noche,abril,Maple Ave
2025-05-16,19:34:35,Homicide,Los Angeles,CA,6659 Maple Ave,47,Female,Hispanic,2025,5,16,viernes,19,noche,mayo,Maple Ave
2023-08-02,07:49:56,Burglary,Philadelphia,PA,2326 Oak St,85,Female,Asian,2023,8,2,miércoles,7,mañana,agosto,Oak St
2023-07-05,10:20:08,Theft,San Antonio,TX,6536 Elm St,66,Other,Other,2023,7,5,miércoles,10,mañana,julio,Elm St
2024-03-24,17:15:14,Homicide,San Jose,CA,2908 Pine St,29,Male,Other,2024,3,24,domingo,17,tarde,marzo,Pine St
2022-07-08,03:54:19,Burglary,Chicago,IL,6017 Main St,48,Male,White,2022,7,8,viernes,3,madrugada,julio,Main St
2024-03-08,03:33:32,Domestic Violence,New York,NY,2897 Elm St,75,Female,Black,2024,3,8,viernes,3,madrugada,marzo,Elm St
2024-07-11,22:10:27,Burglary,Phoenix,AZ,105 Elm St,79,Male,Black,2024,7,11,jueves,22,noche,julio,Elm St
2024-11-13,13:06:18,Homicide,New York,NY,6839 Broadway,89,Male,White,2024,11,13,miércoles,13,tarde,noviembre,Broadway
2023-03-05,04:03:52,Arson,New York,NY,534 Oak St,53,Male,Other,2023,3,5,domingo,4,madrugada,marzo,Oak St
2024-02-05,22:34:01,Robbery,Dallas,TX,1971 Oak St,73,Non-binary,Other,2024,2,5,lunes,22,noche,febrero,Oak St
2023-08-04,12:37:01,Burglary,New York,NY,5427 Oak St,73,Non-binary,Black,2023,8,4,viernes,12,tarde,agosto,Oak St
2024-03-13,14:18:02,Robbery,San Diego,CA,4177 Broadway,22,Male,Asian,2024,3,13,miércoles,14,tarde,marzo,Broadway
2021-02-27,20:05:35,Domestic Violence,Los Angeles,CA,8151 Pine St,53,Non-binary,Other,2021,2,27,sábado,20,noche,febrero,Pine St
2020-09-17,10:44:00,Burglary,Houston,TX,4528 Broadway,66,Female,White,2020,9,17,jueves,10,mañana,septiembre,Broadway
2021-05-09,13:25:23,Theft,Phoenix,AZ,1335 Oak St,86,Male,Hispanic,2021,5,9,domingo,13,tarde,mayo,Oak St
2023-12-24,03:04:18,Drug Offense,Dallas,TX,3406 Oak St,17,Non-binary,Black,2023,12,24,domingo,3,madrugada,diciembre,Oak St
2023-05-23,11:45:42,Assault,San Diego,CA,1443 Elm St,83,Female,Asian,2023,5,23,martes,11,mañana,mayo,Elm St
2025-01-19,23:43:30,Domestic Violence,Dallas,TX,9079 Pine St,34,Male,Other,2025,1,19,domingo,23,noche,enero,Pine St
2023-02-21,07:06:06,Theft,Los Angeles,CA,3290 Broadway,54,Other,Asian,2023,2,21,martes,7,mañana,febrero,Broadway
2025-01-22,18:29:50,Arson,Dallas,TX,2833 Main St,24,Non-binary,Asian,2025,1,22,miércoles,18,noche,enero,Main St
2023-02-24,00:29:54,Robbery,Phoenix,AZ,201 Broadway,85,Male,Asian,2023,2,24,viernes,0,madrugada,febrero,Broadway
2021-02-14,07:05:48,Burglary,Chicago,IL,1975 Main St,90,Male,Other,2021,2,14,domingo,7,mañana,febrero,Main St
2023-02-03,15:18:40,Domestic Violence,Phoenix,AZ,2155 Maple Ave,31,Female,Other,2023,2,3,viernes,15,tarde,febrero,Maple Ave
2023-10-20,05:14:41,Assault,San Antonio,TX,3440 Broadway,31,Male,Hispanic,2023,10,20,viernes,5,madrugada,octubre,Broadway
2023-12-12,12:50:39,Arson,Philadelphia,PA,6671 Main St,72,Female,Asian,2023,12,12,martes,12,tarde,diciembre,Main St
2023-08-07,16:45:18,Arson,San Jose,CA,9424 Pine St,70,Male,Hispanic,2023,8,7,lunes,16,tarde,agosto,Pine St
2021-12-14,13:30:06,Arson,New York,NY,417 Broadway,32,Other,Other,2021,12,14,martes,13,tarde,diciembre,Broadway
2021-07-25,18:39:16,Assault,Los Angeles,CA,1013 Broadway,63,Female,Black,2021,7,25,domingo,18,noche,julio,Broadway
2022-07-11,23:22:07,Fraud,Philadelphia,PA,3583 Elm St,20,Non-binary,Hispanic,2022,7,11,lunes,23,noche,julio,Elm St
2022-06-19,18:30:32,Domestic Violence,Los Angeles,CA,233 Oak St,74,Male,White,2022,6,19,domingo,18,noche,junio,Oak St
2020-10-27,04:20:47,Burglary,Chicago,IL,1995 Oak St,53,Other,Asian,2020,10,27,martes,4,madrugada,octubre,Oak St
2024-11-07,08:23:12,Homicide,San Diego,CA,3310 Elm St,18,Non-binary,Black,2024,11,7,jueves,8,mañana,noviembre,Elm St
2022-04-14,23:18:20,Assault,Los Angeles,CA,9083 Broadway,84,Other,Black,2022,4,14,jueves,23,noche,abril,Broadway
2025-06-07,20:17:28,Robbery,San Antonio,TX,1144 Pine St,80,Female,Asian,2025,6,7,sábado,20,noche,junio,Pine St
2023-09-21,22:28:39,Robbery,Los Angeles,CA,6737 Pine St,14,Male,Black,2023,9,21,jueves,22,noche,septiembre,Pine St
2023-08-17,20:43:34,Vandalism,Phoenix,AZ,6289 Main St,63,Male,White,2023,8,17,jueves,20,noche,agosto,Main St
2023-03-22,10:16:52,Burglary,Chicago,IL,4284 Pine St,86,Other,Other,2023,3,22,miércoles,10,mañana,marzo,Pine St
2024-05-05,10:15:23,Robbery,Philadelphia,PA,2472 Broadway,59,Other,Black,2024,5,5,domingo,10,mañana,mayo,Broadway
2024-09-19,13:41:07,Domestic Violence,San Antonio,TX,7257 Pine St,74,Male,Hispanic,2024,9,19,jueves,13,tarde,septiembre,Pine St
2022-02-01,18:40:48,Fraud,Chicago,IL,5898 Broadway,87,Non-binary,Other,2022,2,1,martes,18,noche,febrero,Broadway
2025-03-13,02:16:21,Vandalism,New York,NY,6487 Maple Ave,22,Male,Black,2025,3,13,jueves,2,madrugada,marzo,Maple Ave
2021-05-29,18:06:33,Burglary,New York,NY,9066 Elm St,23,Male,Hispanic,2021,5,29,sábado,18,noche,mayo,Elm St
2024-03-18,04:24:37,Drug Offense,Philadelphia,PA,1001 Maple Ave,57,Non-binary,Other,2024,3,18,lunes,4,madrugada,marzo,Maple Ave
2020-11-22,18:37:53,Burglary,San Antonio,TX,2784 Broadway,34,Other,Other,2020,11,22,domingo,18,noche,noviembre,Broadway
2021-02-05,02:15:35,Burglary,Los Angeles,CA,9210 Elm St,52,Non-binary,White,2021,2,5,viernes,2,madrugada,febrero,Elm St
2024-08-01,02:25:41,Arson,Dallas,TX,8441 Pine St,44,Male,Black,2024,8,1,jueves,2,madrugada,agosto,Pine St
2021-09-13,07:45:26,Domestic Violence,San Antonio,TX,8758 Maple Ave,18,Male,Other,2021,9,13,lunes,7,mañana,septiembre,Maple Ave
2025-07-26,21:10:41,Robbery,San Diego,CA,5432 Oak St,34,Non-binary,Black,2025,7,26,sábado,21,noche,julio,Oak St
2024-07-08,20:44:41,Assault,Philadelphia,PA,8616 Elm St,54,Female,White,2024,7,8,lunes,20,noche,julio,Elm St
2024-07-23,10:07:01,Arson,Philadelphia,PA,6772 Elm St,42,Female,Black,2024,7,23,martes,10,mañana,julio,Elm St
2023-11-24,05:48:38,Drug Offense,Chicago,IL,2472 Oak St,85,Other,Black,2023,11,24,viernes,5,madrugada,noviembre,Oak St
2025-03-13,04:20:56,Arson,New York,NY,9148 Main St,73,Male,Other,2025,3,13,jueves,4,madrugada,marzo,Main St
2021-05-22,02:07:41,Fraud,Chicago,IL,9010 Broadway,31,Non-binary,Hispanic,2021,5,22,sábado,2,madrugada,mayo,Broadway
2021-10-08,03:07:58,Drug Offense,Philadelphia,PA,6764 Broadway,43,Female,White,2021,10,8,viernes,3,madrugada,octubre,Broadway
2023-08-09,00:50:52,Fraud,San Antonio,TX,4622 Main St,54,Non-binary,White,2023,8,9,miércoles,0,madrugada,agosto,Main St
2020-09-19,01:38:47,Homicide,Dallas,TX,8279 Maple Ave,42,Non-binary,Hispanic,2020,9,19,sábado,1,madrugada,septiembre,Maple Ave
2023-04-10,07:14:25,Drug Offense,Chicago,IL,5111 Broadway,29,Other,White,2023,4,10,lunes,7,mañana,abril,Broadway
2024-11-21,02:13:49,Vandalism,New York,NY,2967 Maple Ave,48,Male,Asian,2024,11,21,jueves,2,madrugada,noviembre,Maple Ave
2022-09-10,00:41:27,Fraud,San Antonio,TX,8198 Elm St,49,Male,Hispanic,2022,9,10,sábado,0,madrugada,septiembre,Elm St
2023-07-10,03:35:09,Assault,Chicago,IL,8579 Elm St,25,Male,Other,2023,7,10,lunes,3,madrugada,julio,Elm St
2022-05-26,00:34:20,Theft,San Antonio,TX,4330 Maple Ave,44,Non-binary,Black,2022,5,26,jueves,0,madrugada,mayo,Maple Ave
2022-03-28,16:11:20,Homicide,San Antonio,TX,5145 Pine St,78,Male,White,2022,3,28,lunes,16,tarde,marzo,Pine St
2021-04-30,21:09:45,Robbery,San Jose,CA,194 Broadway,84,Non-binary,Asian,2021,4,30,viernes,21,noche,abril,Broadway
2021-05-29,03:00:58,Theft,Dallas,TX,97 Pine St,52,Female,Hispanic,2021,5,29,sábado,3,madrugada,mayo,Pine St
2021-01-13,06:36:00,Robbery,Phoenix,AZ,7647 Pine St,40,Female,Asian,2021,1,13,miércoles,6,mañana,enero,Pine St
2024-10-27,02:10:34,Assault,Chicago,IL,1802 Oak St,65,Male,White,2024,10,27,domingo,2,madrugada,octubre,Oak St
2024-03-02,01:48:09,Domestic Violence,Los Angeles,CA,3309 Maple Ave,36,Other,White,2024,3,2,sábado,1,madrugada,marzo,Maple Ave
2025-04-18,23:22:57,Drug Offense,New York,NY,71 Main St,90,Female,Hispanic,2025,4,18,viernes,23,noche,abril,Main St
2023-10-13,14:25:47,Vandalism,Philadelphia,PA,7858 Pine St,90,Male,Asian,2023,10,13,viernes,14,tarde,octubre,Pine St
2022-03-15,18:36:41,Burglary,Philadelphia,PA,8893 Oak St,61,Female,Hispanic,2022,3,15,martes,18,noche,marzo,Oak St
2023-01-18,03:18:09,Robbery,New York,NY,7866 Main St,22,Non-binary,Hispanic,2023,1,18,miércoles,3,madrugada,enero,Main St
2021-08-22,22:59:41,Vandalism,San Antonio,TX,3060 Oak St,48,Non-binary,Black,2021,8,22,domingo,22,noche,agosto,Oak St
2023-10-18,12:46:42,Drug Offense,Los Angeles,CA,7411 Pine St,34,Female,White,2023,10,18,miércoles,12,tarde,octubre,Pine St
2024-03-30,07:38:27,Arson,Dallas,TX,2584 Maple Ave,30,Male,White,2024,3,30,sábado,7,mañana,marzo,Maple Ave
2023-11-02,00:34:04,Theft,Chicago,IL,1307 Elm St,69,Male,Asian,2023,11,2,jueves,0,madrugada,noviembre,Elm St
2024-06-12,18:20:23,Burglary,Dallas,TX,2819 Main St,19,Other,Asian,2024,6,12,miércoles,18,noche,junio,Main St
2024-03-13,16:24:37,Domestic Violence,New York,NY,8335 Pine St,82,Other,White,2024,3,13,miércoles,16,tarde,marzo,Pine St
2024-11-29,08:08:40,Assault,San Jose,CA,7548 Oak St,76,Male,Other,2024,11,29,viernes,8,mañana,noviembre,Oak St
2022-10-06,08:25:59,Theft,Philadelphia,PA,8414 Broadway,84,Female,Asian,2022,10,6,jueves,8,mañana,octubre,Broadway
2023-02-23,10:09:47,Homicide,San Jose,CA,2513 Pine St,89,Female,Asian,2023,2,23,jueves,10,mañana,febrero,Pine St
2022-08-20,01:40:04,Drug Offense,San Antonio,TX,5394 Pine St,28,Female,Other,2022,8,20,sábado,1,madrugada,agosto,Pine St
2022-08-31,04:49:07,Fraud,San Antonio,TX,4115 Oak St,56,Female,Black,2022,8,31,miércoles,4,madrugada,agosto,Oak St
2024-12-15,23:52:50,Drug Offense,Philadelphia,PA,5712 Maple Ave,64,Male,Hispanic,2024,12,15,domingo,23,noche,diciembre,Maple Ave
2024-11-29,11:06:46,Drug Offense,Philadelphia,PA,5851 Oak St,61,Other,Hispanic,2024,11,29,viernes,11,mañana,noviembre,Oak St
2023-03-03,10:30:24,Assault,New York,NY,9501 Elm St,15,Other,Black,2023,3,3,viernes,10,mañana,marzo,Elm St
2023-03-16,13:32:16,Arson,New York,NY,14 Broadway,47,Male,Hispanic,2023,3,16,jueves,13,tarde,marzo,Broadway
2023-09-10,06:18:02,Homicide,Dallas,TX,7779 Main St,69,Female,Hispanic,2023,9,10,domingo,6,mañana,septiembre,Main St
2021-06-07,04:18:53,Theft,New York,NY,4127 Broadway,25,Male,Asian,2021,6,7,lunes,4,madrugada,junio,Broadway
2023-07-06,18:53:00,Arson,Phoenix,AZ,105 Pine St,54,Female,Asian,2023,7,6,jueves,18,noche,julio,Pine St
2024-11-01,18:27:33,Assault,New York,NY,6696 Elm St,62,Other,White,2024,11,1,viernes,18,noche,noviembre,Elm St
2020-12-29,16:24:01,Theft,Phoenix,AZ,6060 Elm St,85,Female,Other,2020,12,29,martes,16,tarde,diciembre,Elm St
2024-06-03,22:58:49,Homicide,Dallas,TX,8881 Main St,41,Female,Hispanic,2024,6,3,lunes,22,noche,junio,Main St
2025-04-16,10:06:00,Robbery,New York,NY,3195 Elm St,42,Other,Hispanic,2025,4,16,miércoles,10,mañana,abril,Elm St
2022-10-04,01:42:43,Robbery,Chicago,IL,8168 Elm St,27,Female,Hispanic,2022,10,4,martes,1,madrugada,octubre,Elm St
2024-07-30,15:39:50,Burglary,Dallas,TX,3350 Elm St,64,Non-binary,Black,2024,7,30,martes,15,tarde,julio,Elm St
2020-12-11,12:34:26,Theft,Philadelphia,PA,3974 Elm St,78,Female,Other,2020,12,11,viernes,12,tarde,diciembre,Elm St
2025-06-05,18:38:28,Arson,San Jose,CA,7953 Main St,77,Non-binary,Black,2025,6,5,jueves,18,noche,junio,Main St
2022-07-21,14:38:50,Burglary,Dallas,TX,2366 Maple Ave,44,Non-binary,Hispanic,2022,7,21,jueves,14,tarde,julio,Maple Ave
2024-05-11,06:59:42,Vandalism,Dallas,TX,1152 Pine St,85,Male,Other,2024,5,11,sábado,6,mañana,mayo,Pine St
2023-08-29,17:17:41,Fraud,Phoenix,AZ,3983 Maple Ave,75,Male,Other,2023,8,29,martes,17,tarde,agosto,Maple Ave
2025-02-19,03:54:34,Arson,Chicago,IL,3762 Elm St,13,Other,Other,2025,2,19,miércoles,3,madrugada,febrero,Elm St
2023-03-31,17:13:37,Domestic Violence,Houston,TX,8937 Main St,83,Non-binary,Other,2023,3,31,viernes,17,tarde,marzo,Main St
2025-04-12,20:03:24,Fraud,San Antonio,TX,3322 Main St,79,Male,Black,2025,4,12,sábado,20,noche,abril,Main St
2022-07-21,03:50:26,Theft,Dallas,TX,4606 Main St,60,Male,Other,2022,7,21,jueves,3,madrugada,julio,Main St
2023-06-25,21:31:44,Vandalism,Dallas,TX,281 Pine St,64,Female,Asian,2023,6,25,domingo,21,noche,junio,Pine St
2022-03-15,08:24:47,Domestic Violence,Chicago,IL,5360 Elm St,86,Male,White,2022,3,15,martes,8,mañana,marzo,Elm St
2022-07-16,05:12:22,Domestic Violence,Houston,TX,5577 Broadway,26,Male,Black,2022,7,16,sábado,5,madrugada,julio,Broadway
2023-09-23,20:46:07,Arson,San Jose,CA,7884 Elm St,51,Non-binary,Black,2023,9,23,sábado,20,noche,septiembre,Elm St
2021-11-23,08:37:35,Drug Offense,San Diego,CA,6725 Pine St,63,Other,Hispanic,2021,11,23,martes,8,mañana,noviembre,Pine St
2021-06-19,13:13:41,Burglary,Chicago,IL,1027 Elm St,47,Male,Other,2021,6,19,sábado,13,tarde,junio,Elm St
2021-06-09,23:34:42,Theft,Dallas,TX,8093 Main St,23,Other,White,2021,6,9,miércoles,23,noche,junio,Main St
2025-07-12,18:48:10,Arson,Philadelphia,PA,8683 Maple Ave,12,Other,Hispanic,2025,7,12,sábado,18,noche,julio,Maple Ave
2023-12-22,10:55:23,Theft,Philadelphia,PA,259 Maple Ave,64,Male,White,2023,12,22,viernes,10,mañana,diciembre,Maple Ave
2024-05-25,15:21:50,Robbery,Phoenix,AZ,1531 Maple Ave,61,Male,Other,2024,5,25,sábado,15,tarde,mayo,Maple Ave
2025-07-11,22:16:28,Assault,Philadelphia,PA,3876 Oak St,58,Male,White,2025,7,11,viernes,22,noche,julio,Oak St
2024-05-10,04:06:20,Robbery,Phoenix,AZ,8067 Main St,64,Female,Asian,2024,5,10,viernes,4,madrugada,mayo,Main St
2023-12-22,00:55:42,Burglary,Philadelphia,PA,7902 Pine St,20,Female,White,2023,12,22,viernes,0,madrugada,diciembre,Pine St
2024-11-04,12:51:15,Domestic Violence,Chicago,IL,5443 Maple Ave,54,Female,White,2024,11,4,lunes,12,tarde,noviembre,Maple Ave
2024-09-22,20:53:32,Homicide,Philadelphia,PA,8436 Pine St,78,Non-binary,Black,2024,9,22,domingo,20,noche,septiembre,Pine St
2023-11-24,08:18:18,Burglary,Dallas,TX,3494 Pine St,89,Non-binary,Hispanic,2023,11,24,viernes,8,mañana,noviembre,Pine St
2021-10-18,20:03:52,Arson,Dallas,TX,7179 Maple Ave,89,Male,Other,2021,10,18,lunes,20,noche,octubre,Maple Ave
2024-03-13,00:01:07,Burglary,San Antonio,TX,3283 Pine St,40,Female,Black,2024,3,13,miércoles,0,madrugada,marzo,Pine St
2023-03-11,03:50:00,Burglary,Houston,TX,8216 Elm St,42,Other,Asian,2023,3,11,sábado,3,madrugada,marzo,Elm St
2024-08-24,00:38:43,Burglary,Dallas,TX,9857 Maple Ave,57,Other,Hispanic,2024,8,24,sábado,0,madrugada,agosto,Maple Ave
2024-09-17,20:43:27,Homicide,San Jose,CA,9172 Pine St,39,Non-binary,Asian,2024,9,17,martes,20,noche,septiembre,Pine St
2023-04-19,18:22:20,Burglary,Chicago,IL,7820 Main St,14,Other,Asian,2023,4,19,miércoles,18,noche,abril,Main St
2021-05-02,22:59:02,Domestic Violence,San Jose,CA,6200 Pine St,58,Other,White,2021,5,2,domingo,22,noche,mayo,Pine St
2023-11-04,08:49:14,Arson,Phoenix,AZ,329 Broadway,13,Female,White,2023,11,4,sábado,8,mañana,noviembre,Broadway
2022-06-30,12:24:34,Vandalism,San Diego,CA,7978 Pine St,21,Male,Asian,2022,6,30,jueves,12,tarde,junio,Pine St
2022-12-09,16:14:14,Assault,New York,NY,8610 Broadway,50,Female,Other,2022,12,9,viernes,16,tarde,diciembre,Broadway
2023-11-09,01:58:04,Vandalism,Chicago,IL,1236 Elm St,34,Non-binary,Asian,2023,11,9,jueves,1,madrugada,noviembre,Elm St
2021-01-08,08:27:28,Robbery,San Antonio,TX,2098 Maple Ave,33,Other,White,2021,1,8,viernes,8,mañana,enero,Maple Ave
2024-04-29,21:42:02,Theft,Houston,TX,377 Maple Ave,73,Female,Other,2024,4,29,lunes,21,noche,abril,Maple Ave
2024-06-30,13:21:41,Fraud,Phoenix,AZ,2301 Oak St,32,Non-binary,Black,2024,6,30,domingo,13,tarde,junio,Oak St
2023-12-28,15:27:22,Vandalism,Phoenix,AZ,8733 Elm St,80,Female,Hispanic,2023,12,28,jueves,15,tarde,diciembre,Elm St
2024-12-10,06:11:20,Domestic Violence,Phoenix,AZ,6879 Pine St,63,Other,White,2024,12,10,martes,6,mañana,diciembre,Pine St
2025-02-24,09:28:09,Domestic Violence,Chicago,IL,3081 Maple Ave,18,Male,Asian,2025,2,24,lunes,9,mañana,febrero,Maple Ave
2022-07-22,19:23:43,Domestic Violence,Chicago,IL,9108 Pine St,83,Female,Black,2022,7,22,viernes,19,noche,julio,Pine St
2021-03-17,12:44:24,Fraud,San Diego,CA,7543 Oak St,20,Non-binary,Hispanic,2021,3,17,miércoles,12,tarde,marzo,Oak St
2022-11-25,07:47:47,Theft,San Diego,CA,8353 Broadway,58,Non-binary,Hispanic,2022,11,25,viernes,7,mañana,noviembre,Broadway
2025-01-17,22:56:34,Fraud,Philadelphia,PA,1341 Broadway,35,Non-binary,Other,2025,1,17,viernes,22,noche,enero,Broadway
2021-07-12,00:16:43,Assault,Houston,TX,3257 Oak St,48,Male,White,2021,7,12,lunes,0,madrugada,julio,Oak St
2024-04-22,08:56:08,Theft,Philadelphia,PA,7016 Maple Ave,49,Other,White,2024,4,22,lunes,8,mañana,abril,Maple Ave
2022-01-30,00:50:36,Assault,San Diego,CA,6668 Maple Ave,73,Female,Hispanic,2022,1,30,domingo,0,madrugada,enero,Maple Ave
2020-12-01,06:28:30,Drug Offense,San Antonio,TX,7478 Maple Ave,29,Non-binary,Other,2020,12,1,martes,6,mañana,diciembre,Maple Ave
2021-12-05,04:35:21,Domestic Violence,San Diego,CA,795 Pine St,53,Male,Black,2021,12,5,domingo,4,madrugada,diciembre,Pine St
2025-01-08,13:59:15,Drug Offense,Houston,TX,5442 Pine St,21,Male,Black,2025,1,8,miércoles,13,tarde,enero,Pine St
2022-02-26,20:47:30,Fraud,New York,NY,3599 Broadway,75,Female,Black,2022,2,26,sábado,20,noche,febrero,Broadway
2020-11-26,14:35:21,Domestic Violence,Philadelphia,PA,2943 Elm St,64,Non-binary,Black,2020,11,26,jueves,14,tarde,noviembre,Elm St
